product_code,title,url,description,sale_price,regular_price,images,oos,sort_order
LMDW082,KAVALAN Solist Fino Sherry Cask Whisky (Pre-order 1 week arrival),https://www.getit.changirecommends.com/product-page/kavalan-fino-sherry-cask-whisky,"Volume : 70cl
",$564.72, $600.00 ,[],['Add to Cart'],105
HTH90035,MACALLAN Double Cask 15 Years Old 70cl (With Box),https://www.getit.changirecommends.com/product-page/macallan-double-cask-15-years-old-70cl-with-box,"Colour : Golden butterscotchNose : Dried fruit, toffee and vanilla with smooth oak and baked apple. Balanced with notes of honey and chocolatePalate : Sweet raisin and sultana builds with hints of vanilla, wood spice and citrusFinish : Warm with ginger turning to caramel and citrus, with a lingering and creamy mouth feel.
",$178.88, $459.00 ,[],['Add to Cart'],106
BWW032,Iwai Tradition | Blended Japanese Whisky 75cl,https://www.getit.changirecommends.com/product-page/iwai-trad-jap-whisky-75cl,,$103.99, $114.00 ,[],['Add to Cart'],107
CSW134,Nikka Taketsuru Pure Malt 0.70l 43%,https://www.getit.changirecommends.com/product-page/nikka-taketsuru-pure-malt-0-70l-43,"NOTE : DELIVERY PERIOD : 3-5 Working Days A non-age-statement expression of Nikka Taketsuru Pure Malt whisky, named after the company's founder, Masataka Taketsuru. It features plenty of whisky from the Miyagikyo distillery, as well as percentage of malt matured in sherry casks to give it a rich, spiced nose.
",$120.59, $128.00 ,[],['Add to Cart'],108
BWW0613,Matsui Tottori 23 Years Old Matsui Blended Whisky,https://www.getit.changirecommends.com/product-page/matsui-tottori-23-years-old-matsui-blended-whisky,"NOTE :

 
DELIVERY PERIOD :5-7 Working Days
",$501.00, $505.00 ,[],['Add to Cart'],109
MWA5909,Benriach The Twenty One Scotch Whisky 70cl,https://www.getit.changirecommends.com/product-page/benriach-the-twenty-one-scotch-whisky-70cl,"“A beautiful reflection of the landscape around Benriach. A real sense of mountain oak spice, fruit, creamy malt and elegant layers of smoke.”
– Rachel Barrie, Master Blender
At twenty one years old, Benriach takes on an elegant character, elevated by long maturation, four cask types and the combination of our unpeated and peated styles. The characters of aged bourbon, sherry, virgin oak and red wine casks intertwine to imbue layers of lush orchard fruit, toasted pinewood and a honey smoke finish. An exquisite and rare smoky Speyside malt.
",$303.00, $326.00 ,[],['Add to Cart'],110
CSW00021,Aberlour 12 Year Double Cask Matured 700ml With Box,https://www.getit.changirecommends.com/product-page/aberlour-12-year-double-cask-matured-700ml-w-gift-box,,$108.00, $133.00 ,[],['Add to Cart'],111
CSW046,Bailey's Irish Cream 750ml,https://www.getit.changirecommends.com/product-page/bailey-s-irish-cream-700ml,"The ultimate whiskey cream liqueur, Baileys is blended from cream, cocoa and Irish whiskey.
",$33.28, $56.28 ,[],['Add to Cart'],112
CSH077,Royal Challenge Whisky 750ml,https://www.getit.changirecommends.com/product-page/royal-challenge-whisky-750ml,"NOTE :DELIVERY PERIOD : 3-5 WORKING DAYS
",$52.00, $54.00 ,[],['Add to Cart'],113
CSH065,KURAYOSHI 18YRS PURE MALT 70CL,https://www.getit.changirecommends.com/product-page/kurayoshi-18yrs-pure-malt-70cl,"NOTE :DELIVERY PERIOD : 3-5 WORKING DAYS
",$242.00, $255.00 ,[],['Add to Cart'],114
ME64491,GLENMORANGIE The Original 10 Years Old 75cl,https://www.getit.changirecommends.com/product-page/glenmorangie-the-original-10-years-old-70cl,,$77.22, $138.00 ,[],['Add to Cart'],115
PLM665,JOHNNIE WALKER John Walker & Sons XR 21 75cl,https://www.getit.changirecommends.com/product-page/johnnie-walker-john-walker-sons-xr-21-75cl,"NOTE :  DELIVERY PERIOD : 3-5 WORKING DAYS
",$184.08, $222.00 ,[],['Out of Stock'],116
RC028,Wild Turkey Rare Breed 750ml,https://www.getit.changirecommends.com/product-page/wild-turkey-rare-breed-750ml,,$113.98, $132.38 ,[],['Add to Cart'],117
HTH004,JOHNNIE WALKER Platinum Label 18 Years Old 75cl with Box,https://www.getit.changirecommends.com/product-page/johnnie-walker-platinum-label-18-years-old-75cl-with-box,,$113.26, $159.91 ,[],['Add to Cart'],118
ME9421,Glenfarclas 17 Year Old Single Malt Scotch Whisky 700ml,https://www.getit.changirecommends.com/product-page/glenfarclas-17-year-old-single-malt-scotch-whisky-700ml-1,"Volume : 700ml 
",$146.53, $225.04 ,[],['Add to Cart'],119
WG1001,GLENFIDDICH IPA EXPERIMENT 70CL,https://www.getit.changirecommends.com/product-page/glenfiddich-ipa-experiment-70cl,"134.15
",$134.15, $159.00 ,[],['Add to Cart'],120
WG016,BALVENIE 12 Years Old DoubleWood 70cl,https://www.getit.changirecommends.com/product-page/balvenie-12-years-old-doublewood-70cl-1,"95
",$95.00, $110.00 ,[],['Add to Cart'],121
MWA038,Glenglassaugh Evolution (700ml) - Single Malt Scotch Whisky,https://www.getit.changirecommends.com/product-page/glenglassaugh-evolution-700ml,"Part of Glenglassaugh's return, which despite changes of ownership looks set to be a triumphant one if Evolution is anything to go by.
",$119.54, $138.00 ,[],['Add to Cart'],122
HTH022,JURA 18 years Single Malt Whisky 70cl,https://www.getit.changirecommends.com/product-page/jura-18-yrs-single-malt-whisky-70cl,,$157.03, $162.04 ,[],['Add to Cart'],123
LMDW079,KAVALAN Ex-Sherry Oak Whisky,https://www.getit.changirecommends.com/product-page/kavalan-ex-sherry-oak-whisky,"Volume : 70cl
",$182.62, $185.00 ,[],['Add to Cart'],124
CSW079,MACALLAN Triple Cask 12 Years Old 70cl (With Box),https://www.getit.changirecommends.com/product-page/macallan-triple-cask-12-years-old-70cl-1,"Colour : Rich strawNose : Complex, with a hint of fruit and vanillaPalate : Medium, balanced with fruit, oak and spiceFinish : Lingering, with dried fruits, oak and spice
",$122.71, $254.72 ,[],['Add to Cart'],125
LMDW008,OLD PULTENEY 18 YEARS 46%,https://www.getit.changirecommends.com/product-page/old-pulteney-18-years-46,"Located in the extreme north-east of Scotland, established on the port of Wick since 1826, the Pulteney distillery founded its history thanks to the maritime trade. The aging conditions due to its proximity to the sea give the whiskey a particularly saline and iodized character. This version is greedy and subtle at the same time, marked by notes of chocolate, honey and spices, while revealing its usual saline character. Profile: Subtle and greedy.
",$234.00, $240.00 ,[],['Add to Cart'],126
PLM626,DEWAR’S White Label  20cl,https://www.getit.changirecommends.com/product-page/dewar-s-white-label-20cl,,$20.28, $22.32 ,[],['Add to Cart'],127
PLM681,HAKUSHU 12 Years Old (Limited Stock) 70cl with Box,https://www.getit.changirecommends.com/product-page/hakushu-12-years-old-limited-stock-70cl,,$269.00, $374.04 ,[],['Add to Cart'],128
WG006,Grant's Triple Wood,https://www.getit.changirecommends.com/product-page/grant-triple-wood,"As you might expect from the name, Grant's Triple Wood features whisky drawn from three types of cask - specifically refill American oak casks, first-fill ex-bourbon casks and virgin American oak casks. An approachable blended Scotch whisky from the world-famous brand, taking the place of the Family Reserve as its flagship expression.
",$43.44, $54.00 ,[],['Add to Cart'],129
CSH062,GLEN MORAY 18 yrs SINGLE MALT 70CL,https://www.getit.changirecommends.com/product-page/glen-moray-18-yrs-single-malt-70cl,"NOTE :DELIVERY PERIOD : 3-5 WORKING DAYS
",$165.00, $173.00 ,[],['Add to Cart'],130
CSW044,Fireball Cinnamon Whisky,https://www.getit.changirecommends.com/product-page/fireball-cinnamon-whisky,"On the palate, it is powerful but perfectly balanced, with the bitterness of the lemon peel in equilibrium with the alcohol and a touch of sweetness. Clean and fresh on the finish.
",$52.00, $58.71 ,[],['Add to Cart'],131
WS031,Sasanokawa Cherry-Ex (Japan),https://www.getit.changirecommends.com/product-page/sasanokawa-cherry-ex-japan,"Sasanokawa Shuzo is a name in sake and shochu making since 1765. Almost 200 years later, in 1946, they expanded their repertoire with whisky. Although Sasanokawa is a rather small distillery they manage to maintain a high quality product which keeps them in competition with the great breweries of the north. Their whisky range goes under the name of Yamazakura.                 
  
A cheap blend without big junk notes, malted caramel blue, slightly sweeter than normal (but far, far from liqueur sweetness), soft and mild I would not say, for 40% I have a good roaring (or stinging?) On the tongue when he is long remains in the mouth, comes some more nut and again brandy bean (no Mon Cherie, no fruit)
",$63.99, $75.00 ,[],['Add to Cart'],132
WI0990,LOTHAIRE FRUITE WHISKY SINGLE MALT DE FRANCE,https://www.getit.changirecommends.com/product-page/lothaire-fruite-whisky-single-malt-de-france,,$141.00, $149.00 ,[],['Add to Cart'],133
FP039,THE QUIET MAN 12 YEAR OLD SINGLE MALT IRELAND 70CL,https://www.getit.changirecommends.com/product-page/the-quiet-man-12-year-old-single-malt-ireland-70cl,,$163.18, $181.28 ,[],['Add to Cart'],134
CSW56432,AUCHENTOSHAN 12 Years Single Malt 70cl,https://www.getit.changirecommends.com/product-page/auchentoshan-12-years-old-malt-70cl,,$72.15, $102.46 ,[],['Out of Stock'],135
PLM1003,Bowmore 26 Years Old Vintner's Trilogy Whisky 70cl (Pre-order 1 week arrival),https://www.getit.changirecommends.com/product-page/bowmore-26-years-old-vintner-s-trilogy-whisky-70cl,,$540.79, $721.80 ,[],['Add to Cart'],136
WG00999,GLENFIDDICH XX 70CL,https://www.getit.changirecommends.com/product-page/glenfiddich-xx-70cl,,$161.00, $166.00 ,[],['Add to Cart'],137
HTH55112,The Macallan Aera Single Malt Whisky 700ml,https://www.getit.changirecommends.com/product-page/the-macallan-aera-single-malt-whisky-700ml,,$158.00, $175.00 ,[],['Add to Cart'],138
MWA055,Kamiki Sakura Malt Whisky 500ml,https://www.getit.changirecommends.com/product-page/kamiki-sakura-malt-whisky-500ml,"Origin: Japan - Nara   Inspired by sacred Sakura Tree which symbolizes the fragility of life with its beautiful yet short lived blossoms, we have finished our Kamiki Whisky at Sakura casks after aging in Yoshino Sugi casks.   Nose : Cherry candy with ripe banana, chestnuts, and cinnamon on the nose.Palate : Woodiness, sandalwood and gentle spice, before sweet Sakura pedals.Finish : Spicy cherry with savoury notes, leading to a floral, spring like finish.
",$114.35, $136.75 ,[],['Add to Cart'],139
CSW056,John Jameson Irish Whisky 0.70l 40%,https://www.getit.changirecommends.com/product-page/john-jameson-irish-whisky-0-70l-40,"An Irish whiskey blended produced from various types of whiskey that were aged separately in different barrels. The Jameson's flavor stems mainly from the unique mixture of malt and cereals that haven't yet turned to malt, alongside components such as barley and additional unique cereals. The whiskey undergoes a triple distillation process and has a natural smooth flavor, without smoky flavors. 
",$54.96, $59.96 ,[],['Add to Cart'],140
MWA5925,Old Forester Classic 86 Proof,https://www.getit.changirecommends.com/product-page/old-forester-classic-86-proof,"Created in 1870, Old Forester is the only bourbon continuously distilled and marketed by the founding family before, during and after Prohibition. At 86 proof, Old Forester delivers a genuine bourbon experience, with rich, full flavor and a smooth character that is ideal for sipping neat, on the rock, with a splash of water or in a classic cocktail.Nose: Sharp and sweet, with a strong floral character that swirls with hints of mint, rich tobacco leaf and vanilla. A touch of oak and pine provides a strongunderpinning.Taste: Sharp at first, but softens quickly, with hints of oak, sweet corn and rye grain character. Spicy, with soft vanilla and light orange notes.Finish: Long, warm and slightly drying. Nice level of sweetness.
",$82.00, $89.00 ,[],['Add to Cart'],141
CSH044,The Singleton Dufftown 15 Years Old Whisky,https://www.getit.changirecommends.com/product-page/the-singleton-dufftown-15-years-old-whisky,,$88.00, $135.00 ,[],['Add to Cart'],142
MWA218K,Old Forester Signature 100 Proof Kentucky Straight Bourbon Whisky,https://www.getit.changirecommends.com/product-page/old-forester-signature-100-proof-kentucky-straight-bourbon-whisky,"A favorite of bartenders, 100 Proof honors the legacy of founder George Garvin Brown, who put his signature on every bottle. And this bourbon is one he would be proud tohave his name on today. Handpicked from select barrels, Old Forester 100 Proof is a rich, complex bourbon. Spicy and robust, it is bottled at 100 Proof to maintain its distinct character and full flavor profile.Nose : Strong, sweet coffee laced with chocolate, creamy butterscotch and a hint of liquorice.Taste : Ripe apple and other sweet fruit, bakery spice (clove and nutmeg), and toasted oak.Finish : Sweet and light, with hints of oak and apple that linger a bit.
",$111.00, $120.00 ,[],['Add to Cart'],143
LMDW078,KAVALAN Podium Whisky,https://www.getit.changirecommends.com/product-page/kavalan-podium-whisky,"Volume : 70cl
",$170.09, $175.00 ,[],['Add to Cart'],144
PLM988,BOWMORE 12 Years Old Malt 70cl,https://www.getit.changirecommends.com/product-page/bowmore-12-years-old-malt-70cl-1,,$67.99, $156.54 ,[],['Add to Cart'],145
LMDW018,WIDOW JANE 10 years old Bourbon 45.5%,https://www.getit.changirecommends.com/product-page/widow-jane-10-years-old-bourbon-45-5," 
",$187.20, $190.00 ,[],['Add to Cart'],146
LMDW47J,REDBREAST LUSTAU SHERRY FINISH,https://www.getit.changirecommends.com/product-page/redbreast-lustau-sherry-finish,"Midleton distillery is expanding the Redbreast line of single pot still Irish whiskies with a new expression that highlights the prominent Sherry style of the brand. The name, Lustau come from the Bodegas where are sourced first-fill Olororo Sherry casks used for finishing after bourbon casks maturation. Since decades, The Bodegas Lustau in Jerez, is famous for bringing the finest Spanish casks to serve Irish Distillers. Genuine testimony to the brand’s ties to Spain’s legendary Sherry casks, this permanent edition brings vividness to range whilst keeping its fruity profile so typical to single pot sills.
",$137.00, $148.00 ,[],['Out of Stock'],147
LMDW005,ICHIRO'S MALT Malt & Grain 46.5%,https://www.getit.changirecommends.com/product-page/ichiro-s-malt-malt-grain-of-46-5," 
",$208.00, $210.00 ,[],['Add to Cart'],148
CSW045,Kahlua Coffee Liqueur 70cl,https://www.getit.changirecommends.com/product-page/kahlua-coffee-liqueur-0-70l-20,"A Mexican coffee liqueur, Kahlúa is made with sugar, corn syrup, vanilla beans and coffee. An important part of a B52 and a White Russian.
",$39.58, $51.32 ,[],['Add to Cart'],149
CSH064,KURAYOSHI 12YRS PURE MALT 70CL,https://www.getit.changirecommends.com/product-page/kurayoshi-12yrs-pure-malt-70cl,"NOTE :DELIVERY PERIOD : 3-5 WORKING DAYS
",$162.00, $169.00 ,[],['Add to Cart'],150
CSH078,SIR EDWARS WHISKY 700ML,https://www.getit.changirecommends.com/product-page/sir-edwars-whisky-700ml,"NOTE :DELIVERY PERIOD : 3-5 WORKING DAYS
",$49.00, $54.00 ,[],['Add to Cart'],151
LMDW002,Nikka - Super Rare Old | Japanese Whisky 43%,https://www.getit.changirecommends.com/product-page/nikka-super-nikka-43,"Super Nikka is a blended whisky born in 1962.  Super Nikka is a classic style of blended whisky with gentle peatiness and hints of vanilla and sherry. These beautiful flavors are rounded and well-balanced with a smooth texture and mellow mouthfeel.
",$91.09, $138.00 ,[],['Add to Cart'],152
LMDW009,KILCHOMAN Sanaig 46%,https://www.getit.changirecommends.com/product-page/kilchoman-sanaig-46," 
",$161.10, $171.20 ,[],['Add to Cart'],153
FP035,GEORGIA MOON CORN WHISKEY (JAR) USA 75CL,https://www.getit.changirecommends.com/product-page/georgia-moon-corn-whiskey-jar-usa-75cl,,$66.56, $75.00 ,[],['Add to Cart'],154
CSW23563,BALLANTINE’S Finest 70cl with Box,https://www.getit.changirecommends.com/product-page/ballantine-s-finest-70cl-1,,$46.75, $64.80 ,[],['Add to Cart'],155
LMDW006,Old Pulteney 12 years 40%,https://www.getit.changirecommends.com/product-page/old-pulteney-12-years-40,"Fine and complex, marked by a salty finish, this single malt is aged in old American oak casks. Style: Maritime and fruity. Nose: Elegant, lightly smoky. Toasted and fruity notes. Palate: Salty and unctuous. Marked by malted barley. Finish: Tangy and floral.
",$112.27, $143.32 ,[],['Add to Cart'],156
RC009,Glen Grant 10YO 700ml,https://www.getit.changirecommends.com/product-page/glen-grant-10yo-700ml,,$91.52, $92.00 ,[],['Add to Cart'],157
PLM580,AUCHENTOSHAN American Oak 70cl,https://www.getit.changirecommends.com/product-page/auchentoshan-american-oak-70cl,,$89.55, $130.82 ,[],['Add to Cart'],158
BWW5840,Iwai Japanese whisky duo set free 1 White Walker 700ml,https://www.getit.changirecommends.com/product-page/iwai-japanese-whisky-duo-set-free-1-white-walker-700ml,"NOTE : DELIVERY PERIOD : 5-7 WORKING DAYS
",$206.00, $278.96 ,[],['Add to Cart'],159
PLM607,LAPHROAIG 25 Years Old (Limited Stock) 70cl (Pre-order 1 week arrival),https://www.getit.changirecommends.com/product-page/laphroaig-25-years-old-limited-stock-70cl,,$840.01," $1,031.31 ",[],['Add to Cart'],160
HTH14,Dalmore 12 Years Single Malt Whisky GiftSet With 2 Glasses,https://www.getit.changirecommends.com/product-page/dalmore-12-years-single-malt-whisky-giftset-with-2-glasses,,$127.09, $192.70 ,[],['Add to Cart'],161
LMDW086,KAVALAN Pedro Ximenez Cask Whisky 70cl (Pre-order 1 week arrival),https://www.getit.changirecommends.com/product-page/kavalan-pedro-ximenez-cask-whisky-70cl,"Volume : 70cl
",$697.84, $700.00 ,[],['Add to Cart'],162
CSH023,EIFFEL TOWER XO 70CL (LALLY),https://www.getit.changirecommends.com/product-page/eiffel-tower-xo-70cl-lally,,$72.00, $116.00 ,[],['Add to Cart'],163
CYA028,SUN FOOD BLENDED WHISKY GIN 37% 700ML,https://www.getit.changirecommends.com/product-page/sun-food-blended-whisky-gin-37-700ml,"89.9
",$93.08, $115.58 ,[],['Add to Cart'],164
LMDW5900,REDBREAST 15 YEAR SINGLE POT STILL,https://www.getit.changirecommends.com/product-page/redbreast-15-year-single-pot-still-46,,$155.00, $165.00 ,[],['Add to Cart'],165
GB02,The Dead Rabbit Irish Whiskey,https://www.getit.changirecommends.com/product-page/the-dead-rabbit-irish-whiskey,"Sean Muldoon and Jack McGarry have teamed up with The Dublin Liberties Distillery to launch a new Irish whiskey to mark the five-year anniversary of The Dead Rabbit bar in New York. Muldoon and McGarry have collaborated with master distiller Darryl McNally to launch The Dead Rabbit Irish Whiskey, a five-year-old blend of Irish single malt and grain whiskeys. The expression is first aged in seasoned Bourbon casks for five years, and then finished in small virgin American oak barrels. Appearance : Honey-gold Nose : Light and aromatic, toasted oats, caramel. Taste : Deep, rich and mellow, but with attitude. Finish: Lond and soft with a hint of vanilla.
",$104.94, $120.04 ,[],['Add to Cart'],166
ME140817,CHIVAS REGAL 25 Years Old 70cl,https://www.getit.changirecommends.com/product-page/chivas-regal-25-years-old-70cl-1,,$413.81, $615.92 ,[],['Add to Cart'],167
plm93142,WOW DEAL - TEACHER’S Highland Cream 12 x 70cl,https://www.getit.changirecommends.com/product-page/wow-deal-teacher-s-highland-cream-12-x-70cl,"WOW DEAL  12x Teacher's Highland 70cl
",$522.00, $642.23 ,[],['Add to Cart'],168
MWA035,The GlenDronach Original 12 Years 700ml - Single Malt Scotch Whisky,https://www.getit.changirecommends.com/product-page/the-glendronach-original-12-years700ml,"This superb richly sherried single malt is matured for at least 12 years in a combination of the finest Spanish Pedro Ximenez and Oloroso sherry casks. Non-chill filtered, of natural colour and bottled at 43%, the GlenDronach 12 year old Original is a sweet, creamy dram.
",$124.28, $138.00 ,[],['Add to Cart'],169
MWA5916,Château D'Anglès Classique Rosé 75cl,https://www.getit.changirecommends.com/product-page/ch%C3%A2teau-d-angl%C3%A8s-classique-ros%C3%A9,"Brilliant, “pink flamingo” colour. Intense and complex nose of white flowers and fruits, citrus fruits and also small fresh red berries aromas. Plentiful mouth with a long and complex aromatic composition balanced by a mineral freshness.Enjoy fresh and fruity in the first 3 years. Ageing potential of 4 to 5 years. Will definitely match all kinds of summer dishes like salads and grills. Also excellent with Asian cuisine, red berries-based desserts. Aerate and drink around 12°C. If served too cold, this wine will not develop its full aroma.Mourvèdre (80%), Syrah(10%), Grenache (10%)
",$47.00, $48.00 ,[],['Add to Cart'],170
CSW58412,Glenallachie 18 Year Old Single Malt Whiskey 0.70L,https://www.getit.changirecommends.com/product-page/glenallachie-18-year-old-single-malt-whiskey-0-70l,,$290.00, $294.00 ,[],['Add to Cart'],171
BWW0608,Matsui Kurayoshi Pure Malt,https://www.getit.changirecommends.com/product-page/matsui-kurayoshi-pure-malt,"NOTE : DELIVERY PERIOD :5-7 Working Days 
",$98.00, $117.00 ,[],['Add to Cart'],172
MWA007,Kamiki Blended Malt Whisky (500ml),https://www.getit.changirecommends.com/product-page/kamiki-blended-malt-whisky-500ml,"Demure Aromas Of Freshly Cut Wood And Button Mushrooms Are Decidedly Earth Driven. Much More Intense On The Palate The Flavors Explode With Toasted Tobacco, Sweet Cinnamon And Background Notes Of Cedar, Finally Finishing With Roasted Honey Spiked Grains.
",$99.84, $141.84 ,[],['Add to Cart'],173
MWA5906,BenRiach The Smoky Ten Scotch Whisky 70cl,https://www.getit.changirecommends.com/product-page/benriach-the-smoky-ten-scotch-whisky-70cl,"SUBLIMELY SMOOTH INTRODUCTION TO BENRIACH SWEET SMOKE “Intense smoked applewood flavour with honeyed sugar maple, all woven together with rich layers of smoke.” – Rachel Barrie, Master Blender The Smoky Ten is distilled using malted barley smoked with Highland peat. This wood rich Highland peat imparts distinctly sweet and smoky notes into Benriach peated whiskies. Enriched with three cask maturation using bourbon barrels, toasted virgin oak and Jamaican rum casks for layers of sunripe fruit, aromatic smoky sweetness and toasted oak spice. The Smoky Ten is an ideal introduction for explorers wanting to try a different style of peated whisky to the more traditional Islay malts.
",$120.00, $154.00 ,[],['Add to Cart'],174
CSW81957121,LAPHROAIG 10 Years Old (Limited Stock) 70cl,https://www.getit.changirecommends.com/product-page/laphroaig-10-years-old-limited-stock-75cl,,$81.66, $112.72 ,[],['Add to Cart'],175
CRS121,Kaiyo Mizunara Cask Strength Whisky 700ml,https://www.getit.changirecommends.com/product-page/kaiyo-mizunara-cask-strength-whisky-700ml,"Volume : 700ml Whisky Country : Japan
",$194.48, $201.00 ,[],['Add to Cart'],176
LMDW007,Old Pulteney 15 years 46%,https://www.getit.changirecommends.com/product-page/old-pulteney-15-years-46,"It is in a harsh climate and swept by the sea winds that was born this bottling of the Pulteney distillery. Aged in bourbon casks and refined in sherry casks, this 15-year-old version reveals a new facet of the distillery. A breeze of freshness, salty breeze and iodine in an intensely greedy register, which transports us towards the open sea of the North coast of the Highands with generosity and delicacy. Profile: Intense and balanced.
",$169.94, $181.54 ,[],['Add to Cart'],177
HTH90022,HIGHLAND PARK 12 Years Old 70cl,https://www.getit.changirecommends.com/product-page/highland-park-12-years-old-70cl-1,"Colour : Glowing amberNose : Heather-honey sweetness, peaty smokinessPalate : Rounded smoky sweetness, full malt deliveryFinish : Teasing, heathery, delicious
",$98.61, $158.72 ,[],['Add to Cart'],178
WS055,NAUD VSOP Cognac,https://www.getit.changirecommends.com/product-page/naud-vsop-cognac,"NUAD boast 10 cellars and 5,500 Limousin oak barrels, with a capacity of 350 to 400 litres, that allows it to create an array of spirits with varying profiles. This VSOP Cognac is no exception. Distilled using an eaux-de-vie matured at least four years, this expression is then bottled at 40% ABV using that classic NAUD design, with a traditional-distillation-equipment-inspired bottle. 
",$108.77, $128.00 ,[],['Add to Cart'],179
PLM602,LAPHROAIG Select Cask 70cl,https://www.getit.changirecommends.com/product-page/laphroaig-select-cask-70cl,,$79.00, $96.16 ,[],['Add to Cart'],180
WG1910,Drambuie Liqueur 0.70L,https://www.getit.changirecommends.com/product-page/drambuie-0-75l-40,"Drambuie is a very famous whisky liqueur made with Scotch whisky, heather and herbs and spices. Produced in West Lothian, Scotland, Drambuie offers flavours such as anise, nutmeg and saffron.
",$61.00, $62.00 ,[],['Add to Cart'],181
BWW072,Togouchi Blended Whisky 70cl,https://www.getit.changirecommends.com/product-page/togouchi-blended-whisky-70cl,,$86.53, $90.00 ,[],['Add to Cart'],182
PLM878,Southern Comfort 75cl,https://www.getit.changirecommends.com/product-page/southern-comfort-75cl,"Southern Comfort is an American fruit-flavored liqueur with fruit and spice accents. The brand was originally created by bartender Martin Wilkes Heron in New Orleans in 1874, and originally used whiskey as the base spirit.
",$56.37, $70.17 ,[],['Add to Cart'],183
HTH7241,The Singleton Dufftown 18-year-old,https://www.getit.changirecommends.com/product-page/singleton-dufftown-18-years-old,,$143.52, $147.00 ,[],['Add to Cart'],184
CSW229,CHIVAS REGAL 18 Years Old 75cl with Box,https://www.getit.changirecommends.com/product-page/copy-of-chivas-regal-18-years-old-70cl-with-box-without-ball-bearing,,$92.56, $113.56 ,[],['Add to Cart'],185
MWA5908,BenRiach The Twelve Scotch Whisky 70cl,https://www.getit.changirecommends.com/product-page/benriach-the-twelve-scotch-whisky-70cl,"SHERRY RICH MATURATION FOR DEPTH AND SMOOTHNESS “Sherry rich maturation and layers of dark berry fruit encapture the flavours of Benriach in the autumn.” – Rachel Barrie, Master Blender The Twelve is a rich and smooth expression of Benriach Single Malt. Matured in a sherry rich profile with the addition of bourbon and port casks, this intriguing malt has layers of baked fruit, maple honey
",$137.00, $156.00 ,[],['Add to Cart'],186
ME219,Glenfarclas 12 Years Old Whisky 70cl,https://www.getit.changirecommends.com/product-page/glenfarclas-12-years-old-whisky-70cl,,$97.56, $115.56 ,[],['Add to Cart'],187
,,https://www.getit.changirecommends.com/product-page/ardbeg-corryvreckan-70cl-1,,,,[],[],188
BWW043,Mars Lucky Cat May 70cl,https://www.getit.changirecommends.com/product-page/mars-lucky-cat-may-70cl,,$110.24, $112.00 ,[],['Add to Cart'],189
PLM00012,GLENFIDDICH 21 Years Old GRAN RESERVE 70CL,https://www.getit.changirecommends.com/product-page/glenfiddich-21-years-old-gran-reserve-70cl,,$363.00, $375.00 ,[],['Add to Cart'],190
ME8261555,Singleton 12 year Old Whisky of Dufftown,https://www.getit.changirecommends.com/product-page/singleton-12-year-old-whisky-of-dufftown,,$69.11, $82.56 ,[],['Add to Cart'],191
WG007,Monkey Shoulder 700ml 40% (No Box),https://www.getit.changirecommends.com/product-page/monkey-shoulder-700ml-40,"Monkey Shoulder smooth and rich blended malt scotch whiskey. Zesty orange meets mellow vanilla, honey and spiced oak. Mellow vanilla with spicy hints. Super smooth. 
  
Buy Monkey Shoulder now!
",$67.00, $86.00 ,[],['Add to Cart'],192
MWA5907,BenRiach The Smoky Twelve Scotch Whisky 70cl,https://www.getit.changirecommends.com/product-page/benriach-the-smoky-twelve-scotch-whisky-70cl,"CREAMY SMOOTHNESS WITH AROMATIC LAYERS OF SMOKE “For me it’s baked orange in a wonderful cake, fired over an open fire, with dark chocolate flavour.” – Rachel Barrie, Master Blender The Smoky Twelve is the perfect marriage of fruit, malt, oak and rich layers of smoke. Three cask matured in an unconventional mix of bourbon, sherry and Marsala this creamy and smooth single malt is multi-layered with flavours of ripened fruit, aromatic smoky sweetness and warming oak spice.
",$141.00, $152.00 ,[],['Add to Cart'],193
LMDW2288,Nikka From The Barrel 50cl,https://www.getit.changirecommends.com/product-page/nikka-from-the-barrel-50cl-2,,$81.01, $83.12 ,[],['Add to Cart'],194
CSH028,HARVEYS BISTROL CREAM SOLERA SHERRY 75CL,https://www.getit.changirecommends.com/product-page/harveys-bristol-cream-solera-sherry75cl,,$48.00, $51.00 ,[],['Add to Cart'],195
LMDW017,Amrut fusion 50%,https://www.getit.changirecommends.com/product-page/amrut-fusion-50,"The first vintage is made from 80% malted barley grown at the foot of the Himalayas and 20% malted peat barley from Scotland. Each has been aged separately for four years under tropical temperatures accelerating aging in the manner of old Caribbean rums! A single malt of great roundness and moderately peated, unfiltered cold and bottled at 50% which is reminiscent of some ""collectors"" of Speyside! 
",$119.60, $152.00 ,[],['Add to Cart'],196
HTH1041,Whyte & Mackay Blended Whisky,https://www.getit.changirecommends.com/product-page/whyte-mackay-blended-whisky,,$46.70, $48.80 ,[],['Add to Cart'],197
PLM585,AUCHENTOSHAN 18 Years 70cl with box,https://www.getit.changirecommends.com/product-page/auchentoshan-18-years-old-malt-limited-stock-70cl,,$115.00, $209.56 ,[],['Add to Cart'],198
LMDW080,KAVALAN Solist Bourbon Cask Whisky 58.6% ( 70cl ),https://www.getit.changirecommends.com/product-page/kavalan-bourbon-cask-whisky,"Volume : 70clAlcohol Percentage : 58.6%
",$238.16, $244.16 ,[],['Add to Cart'],199
