url,api,name,discount_price,price,brand,description,oos,name_in_english
"https://www.ishopchangi.com/en/product/highland-park-16yo-wings-of-the-eagle-700ml-mp00063034.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/highland-park-16yo-wings-of-the-eagle-700ml-mp00063034.model.json, 16YO WINGS OF THE EAGLE 700ML,179.0,0.0,HIGHLAND PARK,"Highland Park 16 Year Old Wings of the Eagle is an elegant and spicy whisky layered with lingering flavours of light peat and fruity notes of figs and apricots, primarily derived from hand-picked sherry seasoned European and American oak casks. The Eagle – a revered figure in Viking legends, representing wisdom and knowledge.",,HIGHLAND-PARK-16YO-WINGS-OF-THE-EAGLE-700ML
"https://www.ishopchangi.com/en/product/the-glendronach-parliament-21-years-mp00111752.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/the-glendronach-parliament-21-years-mp00111752.model.json,The  Parliament 21 Years,325.0,348.0,GLENDRONACH,"The GlenDronach Parliament 21 Year Old honours the parliament of rooks which continue to guard our warehouses. Matured in fine Pedro Ximénez and Oloroso sherry casks from Andalucía in Spain, this full bodied, richly sherried Highland Single Malt Scotch Whisky presents elegant and balanced layers of chocolate and spice carrying on into the long, lingering finish. The expression is bottled at 48%, non-chill filtered and natural in colour.<br />Colour : Deep amber with a cherry wood sheen.<br /><br />Nose : A delicate mix of ripe autumnal fruits – notably blackberries and red plums. Rich<br />Oloroso sherry and candied orange segments. Spiced oatmeal biscuits and toasted<br />oak fragrances bring excellent weight and balance.<br />Taste : Resolute flavours of fine Oloroso sherry and bitter chocolate sauce, which has been<br />spread liberally over homemade plum pudding. This is all infused with fabulous spicy<br />notes – cinnamon, allspice and nutmeg. Full-bodied with smooth tannins.<br />Finish : Long and lingering.",,The-GlenDronach-Parliament-21-Years
"https://www.ishopchangi.com/en/product/old-pulteney-18-years-46--700ml-mp00121192.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/old-pulteney-18-years-46--700ml-mp00121192.model.json, 18 YEARS 46% 700ML,220.0,288.9,OLD PULTENEY,"OLD PULTENEY 18 YEARS, this is indulgent and spicy thanks to the casks selected for maturation. Taking its character and colour entirely from the casks within which it has been nurtured, this is a deeply warming whisky. The indulgence extends through this single malt with chocolate and spice defining the character but allowing for the influence of more vibrant zesty flavours.",,OLD-PULTENEY-18-YEARS-46--700ML
"https://www.ishopchangi.com/en/product/glengoyne-12-year-43--700ml-mp00118138.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/glengoyne-12-year-43--700ml-mp00118138.model.json, 12 YEAR 43% 700ML,125.0,156.22,GLENGOYNE,"GLENGOYNE 12 YEARS is a perfect balance of oak and sweetness. Lemon zest, toffee apples – and a scent of coconut. Our signature sherry wood brings intensity and richness, while first fill bourbon casks add fresh notes of citrus and vanilla.",,GLENGOYNE-12-YEAR-43--700ML
"https://www.ishopchangi.com/en/product/highland-park-18yo-viking-pride-travel-edition-700ml-mp00062984.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/highland-park-18yo-viking-pride-travel-edition-700ml-mp00062984.model.json, 18YO VIKING PRIDE TRAVEL EDITION 700ML,255.0,0.0,HIGHLAND PARK,"Highland Park 18 Year Old Viking PrideTravel Edition is the pinnacle of the collection - a travel retail exclusive, where the award-winning domestic 18 year old at its marrying strength of 46% ABV, delivering an intense & balance whisky, with naturally darke rcolor with a fuller flavour.",,HIGHLAND-PARK-18YO-VIKING-PRIDE-TRAVEL-EDITION-700ML
"https://www.ishopchangi.com/en/product/aberfeldy-21-years-old-single-malt-whisky-mp00093968.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/aberfeldy-21-years-old-single-malt-whisky-mp00093968.model.json, 21 Years Old Single Malt Whisky,299.9,419.0,ABERFELDY,"“A heathery honey aroma and a full flavour with touches of Seville oranges, which linger on the tongue”.

Nose:Exotic fruit, under-ripe crushed ground cherry and some honey.

Palate:Sensual delivery that would be recognizedand wholly appreciated by fans of Highland Park thanks to the busy honey and semi-hidden waves of smoke, a few oaky touches appear early but enhance in a toasty rather than life threatening way, the spices rave early on then settle.

Finish:A gentlemanly exit with its honeyed head held high to the last, no oaky screaming and shouting, just a few bitter-sweet farewells. 

<p><span style=""font-weight: bold;"">List price includes Duty.</span><p>",,Aberfeldy-21-Years-Old-Single-Malt-Whisky
"https://www.ishopchangi.com/en/product/the-glenrothes-18-year-old-700ml-mp00107348.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/the-glenrothes-18-year-old-700ml-mp00107348.model.json,The  18 Year Old 700ml,229.99,250.0,GLENROTHES,"Full and beautifully balanced, The Glenrothes is a statement of the whisky maker’s craft. A fine Speyside Single Malt with a ‘house style’ characterised by notes of ripe fruit, juicy citrus and a hint of spice, accompanied by a distinctively creamy texture in the mouth.<br /><br /><p><span style=""font-weight:bold;"">Aroma : </span></p><br /><p>Orange oil, vanilla pods, pear and almonds</p><br><br><br /><p><span style=""font-weight:bold;"">Palate : </span></p><br /><p>Sweet, ginger, rose water, pears and vanilla</p><br><br><br /><p><span style=""font-weight:bold;"">Finish : </span></p><br /><p>Sweet, spicy and slightly peppery</p>",,The-Glenrothes-18-Year-Old-700ml
"https://www.ishopchangi.com/en/product/the-glendronach-original-12-years-mp00111802.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/the-glendronach-original-12-years-mp00111802.model.json,The  Original 12 Years,128.0,138.0,GLENDRONACH,"The GlenDronach 12 Year Old, epitomises our unyielding dedication to the mastery of our craft. Matured in fine Pedro Ximénez and Oloroso sherry casks from Andalucía in Spain, this richly sherried Highland Single Malt Scotch Whisky presents smooth vanilla, soft fruits and a memorably long, nutty finish, for which it has become renowned. The expression is bottled at 43%, non-chill filtered and natural in colour.<br /><br />Colour : Deep amber-red gold.<br />Nose : Sweet, creamy vanilla with hints of ginger. Spiced mulled wine and pear.<br />Taste : Rich, creamy, silky-smooth. Warm, rich oak and sherry sweetness, full mouth<br />feel, raisins and soft fruits. Spicy with medium length and a dry finish.",,The-GlenDronach-Original-12-Years
"https://www.ishopchangi.com/en/product/benriach-12-years-mp00111782.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/benriach-12-years-mp00111782.model.json, 12 Years,138.0,148.0,BENRIACH,"This luscious 12-year-old Single Malt Scotch Whisky is unconventionally made using three facets of sherry cask maturation: full sherry cask maturation, combined with Pedro Ximénez and Oloroso sherry cask finishing, for unexpected layers of fruit sweetness and toasted oak spice.<br /><br />Nose : Sherry cask maturation at its most fruity and luscious. Baked fruit salad with fig, pear,<br />apricot and glacé cherry in mandarin syrup. Honey glazed flan with crème-caramel<br />and toasted vanilla pod adds to the multi-layered sweetness.<br />Palate : A rich fruit cocktail of honeyed fig, baked pineapple and sultana fuse with chocolate<br />fondant and muscovado sugar, lifted by mandarin cream, ground nutmeg and vanilla.<br />Finish : Savour nectarine, candied grape and star anise, lingering into the dessert-like<br />sherried finish.",,BenRiach-12-Years
"https://www.ishopchangi.com/en/product/the-glendronach-traditionally-peated-mp00111744.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/the-glendronach-traditionally-peated-mp00111744.model.json,The  Traditionally Peated,128.0,138.0,GLENDRONACH,"<b>Images shown are for illustration purposes only, vintage may vary.</b><br /><br />To honour The GlenDronach’s early whisky making heritage, Master Blender Dr. Rachel Barrie has crafted The GlenDronach Traditionally Peated using the same principles laid down by our founder James Allardice almost two centuries ago. At this time it was traditional practice in the Highlands to burn peat in the kiln towards the end of the barley malting, creating a rich and warm, earthy smoke. Interwoven with robust Highland character, The GlenDronach Traditionally Peated is peated to those traditional levels and has all the full-bodied richness of The GlenDronach. Matured in the finest Pedro Ximénez, Oloroso sherry and Port casks.<br /><br />Colour : Vivid harvest gold.<br />Nose : Highland toffee and treacle meld with dark honey and coal smoked barley.<br />Taste : Sip burnt orange and treacle on a base of cloves and smoked bramble.<br />Finish : Savour liquorice and dark fruit into the lingering rich, earthy finish.",,The-GlenDronach-Traditionally-Peated
"https://www.ishopchangi.com/en/product/royal-lochnagar-whisky-12-years-old-mp00121258.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/royal-lochnagar-whisky-12-years-old-mp00121258.model.json, Whisky 12 Years Old,91.9,95.0,ROYAL LOCHNAGAR,"Royal Lochnagar 12 Years Old is a packed with personality but never overbearing, this is a well-bred whisky. An ideal gift for drinkers looking to explore Highland Single Malt Whiskies known for being rich in flavour and aroma. Best served in a traditional whisky glass, neat or with a little water.",,Royal-Lochnagar-Whisky-12-Years-Old
"https://www.ishopchangi.com/en/product/benriach-the-original-ten-mp00122967.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/benriach-the-original-ten-mp00122967.model.json, The Original Ten,110.5,130.0,BENRIACH,"The Original Ten encapsulates the signature smooth and multi-layered character of Benriach. Three cask matured for at least ten years in bourbon barrels, sherry casks and virgin oak, to create layers of luscious orchard fruit, sumptuous honeyed malt and toasted oak, all interwoven with a subtle trace of smoke. The perfect introduction to our signature style and richly layered Speyside Single Malt. <br /><br />Colour: Summer Gold<br />Nose: Rich orchard fruit, honey and toasted oak<br />Palate: Ripe pear, nectarine and malt sweetness, with a finishing note of almond and spiced vanilla<br />Smoke level: Trace<br /><br />Alcohol by volume: 43%",,BenRiach-The-Original-Ten
"https://www.ishopchangi.com/en/product/glenlivet-founder-s-reserve-700ml--alc--40--mp00123592.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/glenlivet-founder-s-reserve-700ml--alc--40--mp00123592.model.json,"Glenlivet Founder's Reserve 700ml, Alc. 40%",91.5,95.0,THE GLENLIVET,"Founder’s Reserve is a wonderfully smooth and creamy dram which has been aged in First Fill American Oak Casks, which retains a balance with the zesty flavours. There is no age statement on these bottles, just like the very earliest bottles of The Glenlivet.",,Glenlivet-Founder-s-Reserve-700ml--Alc--40-
"https://www.ishopchangi.com/en/product/glenlivet-12-yrs-700-ml--alc--40----free-miniature-bottle-50ml-mp00123194.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/glenlivet-12-yrs-700-ml--alc--40----free-miniature-bottle-50ml-mp00123194.model.json,"Glenlivet 12 yrs 700 ml, Alc. 40% + FREE miniature bottle 50ml",102.0,110.0,THE GLENLIVET,"The delicate and complex character of the 12-Year-Old derives from the height and width of stills at The Glenlivet Distillery. This expression is matured in a mixture of cask types, including American and European Oak. Maturation in American oak imparts vanilla notes and gives the whisky its distinct smoothness. The mineral rich water from Josie’s Well ensures the best possible results during mashing and fermenting to form the flavours that define this expression.",,Glenlivet-12-yrs-700-ml--Alc--40----FREE-miniature-bottle-50ml
"https://www.ishopchangi.com/en/product/west-cork-nas-rum-single-malt-irish-whiskey-43--700ml-mp00118182.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/west-cork-nas-rum-single-malt-irish-whiskey-43--700ml-mp00118182.model.json, NAS RUM SINGLE MALT IRISH WHISKEY 43% 700ML,97.0,120.91,WEST CORK,WEST CORK NAS RUM CASK patiently matured in first-fill Bourbon casks and finished in Consorcio Licorero Nacional rum casks.,,WEST-CORK-NAS-RUM-SINGLE-MALT-IRISH-WHISKEY-43--700ML
"https://www.ishopchangi.com/en/product/west-cork-nas-port-single-malt-irish-whiskey-43--700ml-mp00118143.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/west-cork-nas-port-single-malt-irish-whiskey-43--700ml-mp00118143.model.json, NAS PORT SINGLE MALT IRISH WHISKEY 43% 700ML,107.0,120.91,WEST CORK,WEST CORK NAS PORT CASK patiently matured in first fill Bourbon casks & finished in Quinta Da Boeira port casks.,,WEST-CORK-NAS-PORT-SINGLE-MALT-IRISH-WHISKEY-43--700ML
"https://www.ishopchangi.com/en/product/speyburn-18-year-40--700ml-mp00118185.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/speyburn-18-year-40--700ml-mp00118185.model.json, 18 YEAR 40% 700ML,236.0,252.52,SPEYBURN,"SPEYBURN 18 YEARS, beautifully matured in American oak and Spanish oak casks, this outstanding Single Malt not only brings to life the natural vibrancy of Speyside but embodies a distillery’s devotion to its craft.",,SPEYBURN-18-YEAR-40--700ML
"https://www.ishopchangi.com/en/product/speyburn-15-years-46-0--700ml-mp00118160.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/speyburn-15-years-46-0--700ml-mp00118160.model.json, 15 YEARS 46.0% 700ML,164.0,192.6,SPEYBURN,"SPEYBURN 15 YEARS maturing in American oak and Spanish oak casks have allowed this bold whisky to embrace the rich, natural elements of Speyside.<br /><br />Aroma: Hints of rich dark chocolate with spicy notes of raisins, zesty citrus fruits and vanilla.<br />Taste: On the palate there are notes of oranges, toffee, vanilla and leather, all wrapped together with a gentle spice. The long lasting finish has a warming spice which is sweet and creamy.<br />Colour: Amber with gold highlights.",,SPEYBURN-15-YEARS-46-0--700ML
"https://www.ishopchangi.com/en/product/ancnoc-24-year-46--700ml-mp00118142.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/ancnoc-24-year-46--700ml-mp00118142.model.json, 24 YEAR 46% 700ML,373.0,399.11,ANCNOC,"ANCNOC 24 YEARS has been bottled in its most natural form – neither chill-filtered nor coloured, and as a result, may develop a light haze with the addition of water or if kept at a cold temperature. This haze is a natural characteristic of whisky that is non chill-filtered. A distillery like no other, traditional production methods is used to craft a curiously modern Single Malt. Proudly named anCnoc, meaning simply 'the hill' in Gaelic, every drop of this remarkable Scotch Whisky celebrates its Highland home, rich heritage and the spirit of Modern Tradition.",,ANCNOC-24-YEAR-46--700ML
"https://www.ishopchangi.com/en/product/ancnoc-peatheart-46--700ml-mp00118214.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/ancnoc-peatheart-46--700ml-mp00118214.model.json, PEATHEART 46% 700ML,208.0,248.24,ANCNOC,"<b>Images shown are for illustration purposes only, vintage may vary.</b><br /><br />A natural resource, peat was historically embraced as fuel to fire the still and dry the barley for the distillation of whisky. It is traditionally cut by hand using several traditional cutting tools. Peatheart uses barley, specified by our Master Blender, malted to 40PPM.",,ANCNOC-PEATHEART-46--700ML
"https://www.ishopchangi.com/en/product/ancnoc-18-year-46--700ml-mp00118184.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/ancnoc-18-year-46--700ml-mp00118184.model.json, 18 YEAR 46% 700ML,277.5,330.63,ANCNOC,"ANCNOC 18 YEARS has matured in Spanish oak ex-sherry casks and American oak ex-bourbon barrels and has been bottled in its most natural form, neither chill-filtered nor coloured. As a result, this dram may develop a light haze with the addition of water or if kept at a cold temperature. This haze is a natural characteristic of whisky that is non chill-filtered.",,ANCNOC-18-YEAR-46--700ML
"https://www.ishopchangi.com/en/product/ancnoc-12-year-40--700ml-mp00118208.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/ancnoc-12-year-40--700ml-mp00118208.model.json, 12 YEAR 40% 700ML,138.0,158.36,ANCNOC,"ANCNOC 12 YEARS is renowned the world over. Known as a must-have in any whisky drinker’s collection, it’s light and yet complex. Smooth yet challenging. And each twist and turn delivers a surprise. In fact, this is a dram that has something for everyone.",,ANCNOC-12-YEAR-40--700ML
"https://www.ishopchangi.com/en/product/the-glendronach-25-years-1994-cask-5078--olorosso-puncheon--mp00126749.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/the-glendronach-25-years-1994-cask-5078--olorosso-puncheon--mp00126749.model.json,The  25 Years 1994 Cask 5078 (Olorosso Puncheon),822.0,880.0,GLENDRONACH,"Each year Rachel Barrie, our master blender, selects the finest casks from our warehouses to be bottled in their entirety. Each of these cask bottlings imparts their own fingerprint on the GlenDronach new make spirit, delivering unique insights into our award-winning house style. This single cask was selected and exclusively bottled for South East Asia. <br /><br />Vintage: 1994<br />Cask Number: 5078<br /><br />Colour: Copper<br />Nose: Aromatic with cherry cake, chocolate cream and traces of musk and oak<br />Taste: Ripe sultana, orange peel and ginger with lingering liquorice root and raisin<br /><br />Alcohol by volume: 53.9%",,The-GlenDronach-25-Years-1994-Cask-5078--Olorosso-Puncheon-
"https://www.ishopchangi.com/en/product/ttl-omar-whisky--sherry--1000ml---free-2-whisky-glasses-mp00130385.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/ttl-omar-whisky--sherry--1000ml---free-2-whisky-glasses-mp00130385.model.json,TTL  (Sherry) 1000ML + FREE 2 Whisky Glasses,135.0,146.0,OMAR WHISKY,"Matured in the top quality Spanish sherry casks at least 4 years then bottled in cask strength by hand. Few casks were approved by many qualified panelists. Each cask is different in styles and unique aroma. The nature color is preserved and nonchill-filtrration applied. <br />Color: Deep amber<br />Aroma: Orangeade, toffee, smoked plum, brown sugar cake, raisin and cedar<br />Palate: Syrup-like, rich and strong<br />Finish: Blackberry jam and resin with long aftertaste<br /><br />Alcohol: 46%",,TTL-Omar-Whisky--Sherry--1000ML---FREE-2-Whisky-Glasses
"https://www.ishopchangi.com/en/product/english-whisky-rum-cask-matured-whisky-700ml-46--limited-edition-mp00131168.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/english-whisky-rum-cask-matured-whisky-700ml-46--limited-edition-mp00131168.model.json,ENGLISH WHISKY RUM CASK MATURED WHISKY 700ML 46% LIMITED EDITION,147.0,0.0,THE ENGLISH WHISKY,"The English Whisky Co. is based at St George’s distillery, which was designed and built by the Nelstrop family (England's original whisky pioneers) for the specific purpose of producing the very finest English Single Malt Whisky.<br />Based in the beautiful countryside of Norfolk.<br /><br />A Small Batch Release of Rum Cask Matured <br />unpeated single malt whisky<br />Matured to perfection in ex-rum casks <br /><br /><br />Non Chill-filtered - Natural Colour – Hand Bottled<br />46% Vol – 1440 bottles worldwide<br />Distilled March 2014 – Bottled November 2020 <br /><br />“Sweet, soft & slightly spicy. A mixture of vanilla and rum and raisin ice cream, fresh and citrusy with a notes of tropical fruits. Oaky and slightly nutty with a hint of marzipan”",,ENGLISH-WHISKY-RUM-CASK-MATURED-WHISKY-700ML-46--LIMITED-EDITION
"https://www.ishopchangi.com/en/product/glenlivet-18yo-gb-700ml--alc--40--mp00131903.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/glenlivet-18yo-gb-700ml--alc--40--mp00131903.model.json,"GLENLIVET 18YO GB 700ml, Alc. 40%",160.0,180.0,THE GLENLIVET,"This excellent 18 year old single malt from Glenlivet is a classic Speyside dram, matured in a combination of first and second fill American oak and sherry casks. It also won two golds at the International Wine and Spirits Competition.",,GLENLIVET-18YO-GB-700ml--Alc--40-
"https://www.ishopchangi.com/en/product/benriach-the-twenty-one-mp00135644.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/benriach-the-twenty-one-mp00135644.model.json, The Twenty One,304.0,326.0,BENRIACH,"“A beautiful reflection of the landscape around Benriach. A real sense of mountain oak spice, fruit, creamy malt and elegant layers of smoke.”<br /><br />– Rachel Barrie, Master Blender<br /><br />At twenty one years old, Benriach takes on an elegant character, elevated by long maturation, four cask types and the combination of our unpeated and peated styles. The characters of aged bourbon, sherry, virgin oak and red wine casks intertwine to imbue layers of lush orchard fruit, toasted pinewood and a honey smoke finish. An exquisite and rare smoky Speyside malt.<br /><br />Alcohol: 46%",,Benriach-The-Twenty-One
"https://www.ishopchangi.com/en/product/benriach-the-twenty-five-mp00135666.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/benriach-the-twenty-five-mp00135666.model.json, The Twenty Five,906.0,970.0,BENRIACH,"“Rich baked fruits, honeyed malt and a caramel smoke finish elevate the sumptuous, rich flavour of this four cask matured expression.”<br /><br />– Rachel Barrie, Master Blender<br /><br />A richly sumptuous single malt, interwoven with mellow smoke and a masterful curation of oak. After twenty five years, Benriach’s sweet Speyside smoke caramelises and is enhanced by four cask maturation in sherry, bourbon, virgin oak and madeira wine casks. This exceptional single malt will appeal to drinkers of richly matured sherry cask whisky, offering more intriguing layers of flavour with the use of three other cask types and mellow layers of honey malt and caramelised smoke.<br /><br />Alcohol: 46%",,Benriach-The-Twenty-Five
"https://www.ishopchangi.com/en/product/caperdonich-unpeated-25-years-old-single-malt-whisky-700ml---secret-speyside-mp00088582.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/caperdonich-unpeated-25-years-old-single-malt-whisky-700ml---secret-speyside-mp00088582.model.json, UNPEATED 25 YEARS OLD SINGLE MALT WHISKY 700ML - SECRET SPEYSIDE,685.0,0.0,CAPERDONICH,"Once gone there will never be another. <br />Caperdonich’s 21 year old small batch release single malt was matured in 1st fill American Oak Barrels. Individually numbered, each bottle is non-chill filtered and sits at 48% ABV. <br />This whisky encapsulates the vanished distillery’s signature style of orchard fruit flavours with leading notes of zesty orange and rich vanilla.<br /><br />Tasting Notes:<br />This fruity and sweet malt brings together zesty orange, poached pear and rich vanilla, with floral herbs for a long and smooth finish.<br /><br />Category: Scotch Whisky<br />Place of Origin: Scotland<br />Ingredients: Scotch Whisky (malt distillate), water, colour: plain caramel<br />Alcohol Content: 48% vol<br />Consumption Tips: Neat/on the rocks or with a drop of water.<br />Brand Story: Secret Speyside is a collection of rare and aged single malt Scotch whiskies from seldom-seen, yet highly sought-after Speyside distilleries.    <br />Caperdonich, the 'Secret Well' in Gaelic, is no more. Built on the banks of the river Spey, this distillery was taken down brick by brick in 2011. Whilst the building may be gone, the distiller’s craft lives on, in two extraordinary ranges of peated and unpeated whiskies. Seize this rare opportunity to compare them side by side, as once gone, there will never be another. <br />Awards & Recognitions: ISC 2020 - Gold, IWSC 2020 - Silver",,CAPERDONICH-UNPEATED-25-YEARS-OLD-SINGLE-MALT-WHISKY-700ML---SECRET-SPEYSIDE
"https://www.ishopchangi.com/en/product/caperdonich-peated-25-years-old-single-malt-whisky-700ml---secret-speyside-mp00088722.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/caperdonich-peated-25-years-old-single-malt-whisky-700ml---secret-speyside-mp00088722.model.json, PEATED 25 YEARS OLD SINGLE MALT WHISKY 700ML - SECRET SPEYSIDE,782.0,0.0,CAPERDONICH,"Once gone there will never be another. <br />Caperdonich’s peated 25 year old small batch release single malt was matured in Oak hogsheads. Individually numbered, each bottle is non-chill filtered and cask at natural strength. <br />This whisky encapsulates the vanished distillery’s signature style of orchard fruit flavours with leading notes of peat smoke and sweet pear.<br /><br />Tasting Notes:<br />This smoky and fruity malt engulfs the senses: rich notes of peat smoke are brilliantly balanced by green apple and sweet pear, with bonfire aromas and a hint of salt leading into a long and smooth finish.<br /><br />Category: Scotch Whisky<br />Place of Origin: Scotland<br />Ingredients: Scotch whisky (malt distillate).<br />Consumption Tips: Neat/on the rocks or with a drop of water.<br />Brand Story: Secret Speyside is a collection of rare and aged single malt Scotch whiskies from seldom-seen, yet highly sought-after Speyside distilleries.    <br />Caperdonich, the 'Secret Well' in Gaelic, is no more. Built on the banks of the river Spey, this distillery was taken down brick by brick in 2011. Whilst the building may be gone, the distiller’s craft lives on, in two extraordinary ranges of peated and unpeated whiskies. Seize this rare opportunity to compare them side by side, as once gone, there will never be another. <br />Awards & Recognitions: ISC 2020 - Gold, IWSC 2020 - Silver",,CAPERDONICH-PEATED-25-YEARS-OLD-SINGLE-MALT-WHISKY-700ML---SECRET-SPEYSIDE
"https://www.ishopchangi.com/en/product/caperdonich-unpeated-21-years-old-single-malt-whisky-700ml---secret-speyside-mp00088790.html?p_collection=HOMEDELIVERYNONTRAVELLER,LANDSIDE#referer=categorylisting",https://www.ishopchangi.com/en/product/caperdonich-unpeated-21-years-old-single-malt-whisky-700ml---secret-speyside-mp00088790.model.json, UNPEATED 21 YEARS OLD SINGLE MALT WHISKY 700ML - SECRET SPEYSIDE,365.0,0.0,CAPERDONICH,"Once gone there will never be another. <br />Caperdonich’s 21 year old small batch release single malt was matured in 1st fill American Oak Barrels. Individually numbered, each bottle is non-chill filtered and sits at 48% ABV. <br />This whisky encapsulates the vanished distillery’s signature style of orchard fruit flavours with leading notes of zesty orange and rich vanilla.<br /><br />Tasting Notes:<br />This fruity and sweet malt brings together zesty orange, poached pear and rich vanilla, with floral herbs for a long and smooth finish.<br /><br />Category: Scotch Whisky<br />Place of Origin: Scotland<br />Ingredients: Scotch Whisky (malt distillate), water, colour: plain caramel<br />Alcohol Content: 48% vol<br />Consumption Tips: Neat/on the rocks or with a drop of water.<br />Brand Story: Secret Speyside is a collection of rare and aged single malt Scotch whiskies from seldom-seen, yet highly sought-after Speyside distilleries.    <br />Caperdonich, the 'Secret Well' in Gaelic, is no more. Built on the banks of the river Spey, this distillery was taken down brick by brick in 2011. Whilst the building may be gone, the distiller’s craft lives on, in two extraordinary ranges of peated and unpeated whiskies. Seize this rare opportunity to compare them side by side, as once gone, there will never be another. <br />Awards & Recognitions: ISC 2020 - Gold, IWSC 2020 - Silver",,CAPERDONICH-UNPEATED-21-YEARS-OLD-SINGLE-MALT-WHISKY-700ML---SECRET-SPEYSIDE
